Source,Target,Type,Weight
174,149,undirected,1
174,10,undirected,1
174,61,undirected,1
174,97,undirected,1
174,34,undirected,1
174,155,undirected,2
174,101,undirected,1
174,145,undirected,1
174,85,undirected,1
174,153,undirected,1
174,44,undirected,2
174,38,undirected,2
174,19,undirected,1
174,92,undirected,1
174,9,undirected,5
174,168,undirected,2
174,11,undirected,1
174,66,undirected,1
174,159,undirected,1
174,120,undirected,1
207,125,undirected,1
207,117,undirected,2
207,43,undirected,1
207,15,undirected,2
207,17,undirected,1
207,196,undirected,1
207,62,undirected,1
207,116,undirected,1
207,111,undirected,1
207,143,undirected,1
207,34,undirected,1
207,129,undirected,1
207,195,undirected,1
207,50,undirected,1
207,44,undirected,1
207,19,undirected,1
207,9,undirected,1
207,66,undirected,1
207,206,undirected,1
130,117,undirected,1
130,96,undirected,1
130,21,undirected,1
130,17,undirected,1
130,18,undirected,1
130,23,undirected,1
130,31,undirected,1
130,59,undirected,1
130,8,undirected,1
130,118,undirected,1
130,13,undirected,1
130,5,undirected,1
130,12,undirected,1
130,30,undirected,1
130,34,undirected,2
130,155,undirected,1
130,48,undirected,1
130,199,undirected,2
130,60,undirected,1
130,44,undirected,1
130,38,undirected,1
130,19,undirected,1
130,92,undirected,2
130,9,undirected,1
130,168,undirected,1
130,159,undirected,1
20,52,undirected,5
20,109,undirected,1
20,154,undirected,1
20,26,undirected,4
20,28,undirected,8
20,22,undirected,9
20,133,undirected,1
20,147,undirected,2
20,117,undirected,1
20,43,undirected,1
20,39,undirected,3
20,15,undirected,5
20,96,undirected,1
20,21,undirected,6
20,196,undirected,2
20,238,undirected,1
20,18,undirected,1
20,142,undirected,2
20,23,undirected,6
20,62,undirected,2
20,51,undirected,9
20,266,undirected,1
20,31,undirected,5
20,14,undirected,1
20,53,undirected,10
20,72,undirected,1
20,32,undirected,1
20,47,undirected,5
20,208,undirected,1
20,90,undirected,1
20,1,undirected,46
20,5,undirected,10
20,12,undirected,15
20,63,undirected,2
20,30,undirected,1
20,67,undirected,1
20,98,undirected,1
20,94,undirected,2
20,149,undirected,3
20,10,undirected,4
20,143,undirected,1
20,71,undirected,2
20,113,undirected,1
20,97,undirected,1
20,155,undirected,3
20,48,undirected,12
20,122,undirected,1
20,85,undirected,1
20,58,undirected,7
20,50,undirected,1
20,153,undirected,3
20,177,undirected,1
20,57,undirected,2
20,44,undirected,1
20,38,undirected,1
20,41,undirected,2
20,19,undirected,2
20,150,undirected,1
20,9,undirected,2
20,175,undirected,1
20,11,undirected,1
20,120,undirected,1
284,154,undirected,1
284,30,undirected,1
284,199,undirected,1
284,153,undirected,1
284,167,undirected,1
284,159,undirected,1
284,221,undirected,1
224,125,undirected,1
224,117,undirected,1
224,43,undirected,1
224,183,undirected,1
224,142,undirected,1
224,23,undirected,1
224,242,undirected,1
224,118,undirected,1
224,210,undirected,1
224,29,undirected,1
224,12,undirected,1
224,30,undirected,2
224,174,undirected,1
224,130,undirected,1
224,258,undirected,1
224,143,undirected,1
224,113,undirected,1
224,42,undirected,1
224,199,undirected,1
224,132,undirected,2
224,145,undirected,1
224,228,undirected,1
224,58,undirected,1
224,44,undirected,1
224,38,undirected,1
224,185,undirected,1
224,92,undirected,2
224,171,undirected,1
224,168,undirected,1
224,221,undirected,1
217,100,undirected,1
217,64,undirected,1
217,1,undirected,2
217,29,undirected,1
217,12,undirected,1
217,20,undirected,1
252,253,undirected,1
252,99,undirected,1
202,88,undirected,1
202,117,undirected,1
202,59,undirected,1
202,1,undirected,1
202,252,undirected,1
202,253,undirected,1
202,9,undirected,1
202,99,undirected,1
215,122,undirected,1
135,136,undirected,1
166,246,undirected,1
166,93,undirected,1
166,19,undirected,1
166,168,undirected,1
269,15,undirected,1
269,142,undirected,1
269,23,undirected,1
269,16,undirected,1
269,29,undirected,1
269,30,undirected,1
269,36,undirected,1
269,143,undirected,1
269,113,undirected,1
269,148,undirected,1
269,219,undirected,1
269,37,undirected,1
269,85,undirected,1
269,177,undirected,1
269,45,undirected,1
269,105,undirected,1
269,38,undirected,1
269,92,undirected,1
278,17,undirected,1
278,142,undirected,1
278,121,undirected,1
278,236,undirected,1
278,90,undirected,1
278,155,undirected,1
278,44,undirected,1
157,52,undirected,1
157,96,undirected,1
157,158,undirected,1
157,249,undirected,1
157,33,undirected,1
157,81,undirected,1
157,71,undirected,1
157,153,undirected,1
157,9,undirected,1
140,154,undirected,1
140,43,undirected,2
140,56,undirected,1
140,62,undirected,2
140,116,undirected,2
140,236,undirected,1
140,118,undirected,1
140,29,undirected,1
140,12,undirected,1
140,98,undirected,2
140,149,undirected,1
140,10,undirected,1
140,143,undirected,1
140,42,undirected,1
140,265,undirected,1
140,85,undirected,1
140,45,undirected,1
140,232,undirected,1
140,57,undirected,1
140,44,undirected,1
140,9,undirected,1
140,73,undirected,1
140,301,undirected,1
140,120,undirected,1
251,15,undirected,1
251,196,undirected,1
251,310,undirected,1
251,157,undirected,1
251,71,undirected,1
251,113,undirected,2
251,42,undirected,1
251,199,undirected,1
251,92,undirected,1
251,250,undirected,1
251,120,undirected,1
220,110,undirected,1
220,151,undirected,1
220,15,undirected,2
220,112,undirected,1
220,62,undirected,1
220,77,undirected,1
220,93,undirected,1
220,51,undirected,1
220,116,undirected,2
220,64,undirected,3
220,32,undirected,1
220,118,undirected,2
220,1,undirected,1
220,82,undirected,1
220,29,undirected,1
220,67,undirected,1
220,36,undirected,2
220,10,undirected,2
220,143,undirected,3
220,97,undirected,2
220,42,undirected,1
220,148,undirected,1
220,253,undirected,1
220,274,undirected,1
220,85,undirected,1
220,161,undirected,1
220,45,undirected,2
220,105,undirected,1
220,38,undirected,5
220,150,undirected,1
220,9,undirected,1
220,11,undirected,1
98,72,undirected,1
98,19,undirected,1
98,99,undirected,1
94,52,undirected,1
94,28,undirected,4
94,22,undirected,5
94,133,undirected,1
94,43,undirected,2
94,39,undirected,2
94,15,undirected,9
94,21,undirected,5
94,17,undirected,1
94,196,undirected,1
94,142,undirected,1
94,23,undirected,5
94,51,undirected,3
94,31,undirected,2
94,33,undirected,1
94,14,undirected,1
94,32,undirected,4
94,47,undirected,3
94,87,undirected,2
94,1,undirected,6
94,13,undirected,3
94,95,undirected,1
94,82,undirected,1
94,12,undirected,2
94,63,undirected,1
94,67,undirected,2
94,98,undirected,1
94,149,undirected,1
94,10,undirected,2
94,34,undirected,4
94,155,undirected,1
94,48,undirected,1
94,245,undirected,1
94,129,undirected,1
94,141,undirected,1
94,153,undirected,1
94,45,undirected,1
94,60,undirected,1
94,57,undirected,1
94,38,undirected,2
94,19,undirected,3
94,92,undirected,2
94,9,undirected,1
94,168,undirected,1
94,86,undirected,1
94,279,undirected,1
94,11,undirected,5
94,27,undirected,10
94,120,undirected,1
267,69,undirected,1
267,22,undirected,1
267,15,undirected,1
267,142,undirected,1
267,95,undirected,1
267,82,undirected,1
267,12,undirected,1
267,30,undirected,1
267,10,undirected,1
267,145,undirected,1
267,189,undirected,1
267,60,undirected,1
267,9,undirected,1
267,168,undirected,1
267,247,undirected,1
307,26,undirected,1
307,21,undirected,1
307,264,undirected,1
307,272,undirected,1
307,29,undirected,1
307,98,undirected,1
307,94,undirected,1
307,153,undirected,1
307,168,undirected,1
276,210,undirected,1
276,12,undirected,1
276,130,undirected,1
276,168,undirected,1
36,28,undirected,2
36,22,undirected,4
36,39,undirected,1
36,96,undirected,1
36,21,undirected,2
36,17,undirected,1
36,18,undirected,1
36,142,undirected,2
36,246,undirected,1
36,23,undirected,4
36,62,undirected,4
36,77,undirected,1
36,31,undirected,3
36,33,undirected,3
36,128,undirected,1
36,14,undirected,1
36,64,undirected,9
36,72,undirected,1
36,1,undirected,5
36,67,undirected,4
36,166,undirected,1
36,10,undirected,5
36,54,undirected,3
36,34,undirected,2
36,155,undirected,1
36,122,undirected,1
36,37,undirected,8
36,153,undirected,1
36,105,undirected,2
36,60,undirected,2
36,57,undirected,3
36,38,undirected,8
36,19,undirected,7
36,150,undirected,2
36,9,undirected,6
36,168,undirected,3
36,11,undirected,1
36,27,undirected,1
36,99,undirected,1
149,154,undirected,1
149,22,undirected,1
149,43,undirected,5
149,151,undirected,1
149,39,undirected,1
149,15,undirected,1
149,244,undirected,1
149,170,undirected,1
149,21,undirected,1
149,142,undirected,3
149,246,undirected,1
149,23,undirected,1
149,62,undirected,6
149,31,undirected,1
149,121,undirected,1
149,236,undirected,1
149,33,undirected,2
149,16,undirected,1
149,72,undirected,1
149,90,undirected,2
149,118,undirected,4
149,98,undirected,3
149,10,undirected,2
149,223,undirected,1
149,155,undirected,6
149,122,undirected,1
149,253,undirected,1
149,85,undirected,1
149,153,undirected,4
149,60,undirected,1
149,57,undirected,5
149,44,undirected,3
149,38,undirected,8
149,19,undirected,2
149,150,undirected,2
149,9,undirected,6
149,168,undirected,1
149,11,undirected,1
149,27,undirected,1
10,154,undirected,2
10,22,undirected,10
10,43,undirected,2
10,151,undirected,3
10,39,undirected,5
10,15,undirected,6
10,96,undirected,2
10,21,undirected,3
10,17,undirected,6
10,196,undirected,3
10,142,undirected,1
10,62,undirected,1
10,77,undirected,1
10,93,undirected,1
10,51,undirected,1
10,33,undirected,3
10,128,undirected,1
10,72,undirected,4
10,90,undirected,1
10,118,undirected,4
10,1,undirected,13
10,95,undirected,2
10,67,undirected,2
10,98,undirected,3
10,155,undirected,1
10,214,undirected,1
10,122,undirected,1
10,129,undirected,1
10,253,undirected,2
10,176,undirected,1
10,85,undirected,2
10,58,undirected,1
10,106,undirected,1
10,153,undirected,3
10,160,undirected,1
10,105,undirected,3
10,57,undirected,5
10,44,undirected,3
10,38,undirected,12
10,19,undirected,12
10,92,undirected,3
10,150,undirected,1
10,168,undirected,4
10,73,undirected,2
10,175,undirected,1
10,11,undirected,7
10,206,undirected,1
258,125,undirected,1
258,43,undirected,1
258,142,undirected,1
258,236,undirected,1
258,126,undirected,1
258,259,undirected,1
258,155,undirected,1
258,132,undirected,1
258,153,undirected,1
258,177,undirected,1
258,38,undirected,1
258,92,undirected,1
258,9,undirected,1
181,151,undirected,3
181,123,undirected,1
181,118,undirected,1
181,82,undirected,1
181,12,undirected,1
181,143,undirected,1
181,71,undirected,1
181,113,undirected,1
181,37,undirected,1
181,19,undirected,1
181,167,undirected,1
181,9,undirected,2
181,187,undirected,1
181,66,undirected,1
181,99,undirected,1
107,52,undirected,1
107,48,undirected,2
107,3,undirected,1
111,133,undirected,1
111,151,undirected,1
111,196,undirected,1
111,303,undirected,1
111,67,undirected,2
111,61,undirected,1
111,113,undirected,1
111,129,undirected,1
111,105,undirected,1
111,60,undirected,1
111,19,undirected,3
54,22,undirected,1
54,151,undirected,1
54,39,undirected,1
54,142,undirected,1
54,31,undirected,1
54,32,undirected,1
54,67,undirected,3
54,98,undirected,1
54,10,undirected,2
54,34,undirected,1
54,37,undirected,3
54,57,undirected,1
54,38,undirected,3
54,19,undirected,3
54,9,undirected,1
54,165,undirected,1
54,11,undirected,3
235,117,undirected,1
235,15,undirected,1
235,207,undirected,1
143,88,undirected,1
143,69,undirected,2
143,117,undirected,2
143,43,undirected,1
143,151,undirected,2
143,15,undirected,1
143,21,undirected,2
143,142,undirected,2
143,246,undirected,1
143,62,undirected,6
143,121,undirected,1
143,33,undirected,1
143,152,undirected,1
143,64,undirected,2
143,32,undirected,2
143,74,undirected,1
143,118,undirected,4
143,1,undirected,2
143,82,undirected,1
143,29,undirected,2
143,166,undirected,1
143,98,undirected,2
143,36,undirected,1
143,149,undirected,5
143,10,undirected,3
143,97,undirected,2
143,155,undirected,3
143,42,undirected,3
143,122,undirected,1
143,290,undirected,1
143,37,undirected,1
143,129,undirected,2
143,85,undirected,1
143,161,undirected,1
143,50,undirected,2
143,153,undirected,2
143,177,undirected,2
143,57,undirected,2
143,44,undirected,1
143,38,undirected,7
143,19,undirected,3
143,250,undirected,1
143,150,undirected,1
143,9,undirected,11
143,168,undirected,6
143,66,undirected,2
143,120,undirected,3
71,88,undirected,1
71,28,undirected,2
71,22,undirected,4
71,133,undirected,1
71,151,undirected,1
71,15,undirected,3
71,21,undirected,2
71,23,undirected,2
71,62,undirected,1
71,93,undirected,1
71,72,undirected,1
71,32,undirected,2
71,47,undirected,1
71,13,undirected,1
71,82,undirected,1
71,12,undirected,4
71,259,undirected,1
71,63,undirected,1
71,97,undirected,1
71,85,undirected,2
71,45,undirected,1
71,19,undirected,1
71,167,undirected,1
71,150,undirected,1
71,9,undirected,1
71,11,undirected,1
71,99,undirected,1
61,2,undirected,1
61,127,undirected,1
61,80,undirected,1
61,1,undirected,9
61,24,undirected,2
61,5,undirected,1
61,41,undirected,5
61,19,undirected,1
223,39,undirected,2
223,15,undirected,1
223,33,undirected,1
223,90,undirected,1
223,82,undirected,1
223,160,undirected,1
223,44,undirected,1
223,38,undirected,1
223,19,undirected,2
223,250,undirected,1
223,9,undirected,1
113,114,undirected,1
113,88,undirected,2
113,22,undirected,4
113,151,undirected,1
113,83,undirected,2
113,39,undirected,1
113,15,undirected,2
113,96,undirected,1
113,21,undirected,2
113,196,undirected,1
113,112,undirected,1
113,18,undirected,1
113,246,undirected,1
113,23,undirected,2
113,62,undirected,1
113,77,undirected,1
113,93,undirected,1
113,51,undirected,1
113,31,undirected,1
113,303,undirected,1
113,64,undirected,1
113,16,undirected,1
113,72,undirected,1
113,32,undirected,2
113,47,undirected,1
113,90,undirected,1
113,1,undirected,2
113,82,undirected,1
113,164,undirected,1
113,29,undirected,1
113,81,undirected,1
113,12,undirected,1
113,63,undirected,1
113,30,undirected,3
113,67,undirected,1
113,94,undirected,2
113,149,undirected,3
113,10,undirected,2
113,34,undirected,1
113,155,undirected,1
113,42,undirected,2
113,199,undirected,1
113,132,undirected,1
113,274,undirected,1
113,85,undirected,1
113,153,undirected,1
113,177,undirected,1
113,45,undirected,1
113,105,undirected,2
113,60,undirected,2
113,57,undirected,1
113,38,undirected,2
113,19,undirected,1
113,167,undirected,1
113,250,undirected,1
113,11,undirected,2
113,66,undirected,1
113,120,undirected,1
97,83,undirected,1
97,15,undirected,1
97,17,undirected,1
97,112,undirected,1
97,142,undirected,1
97,62,undirected,2
97,31,undirected,1
97,64,undirected,1
97,32,undirected,1
97,47,undirected,1
97,74,undirected,1
97,90,undirected,1
97,118,undirected,1
97,1,undirected,1
97,82,undirected,3
97,29,undirected,4
97,67,undirected,1
97,98,undirected,2
97,149,undirected,1
97,10,undirected,2
97,223,undirected,1
97,42,undirected,1
97,37,undirected,2
97,85,undirected,1
97,161,undirected,1
97,153,undirected,1
97,57,undirected,2
97,44,undirected,1
97,38,undirected,1
97,9,undirected,2
97,168,undirected,1
97,27,undirected,1
97,99,undirected,1
234,43,undirected,2
234,21,undirected,1
234,1,undirected,1
234,20,undirected,1
234,57,undirected,1
234,38,undirected,2
234,168,undirected,1
34,52,undirected,2
34,26,undirected,6
34,28,undirected,12
34,133,undirected,1
34,151,undirected,2
34,39,undirected,1
34,96,undirected,1
34,21,undirected,13
34,17,undirected,3
34,23,undirected,10
34,77,undirected,2
34,93,undirected,2
34,31,undirected,6
34,33,undirected,2
34,137,undirected,1
34,14,undirected,8
34,53,undirected,2
34,16,undirected,1
34,72,undirected,1
34,32,undirected,16
34,47,undirected,13
34,90,undirected,1
34,35,undirected,1
34,1,undirected,33
34,13,undirected,2
34,12,undirected,13
34,63,undirected,6
34,67,undirected,3
34,10,undirected,3
34,48,undirected,7
34,245,undirected,1
34,49,undirected,3
34,37,undirected,2
34,129,undirected,1
34,106,undirected,1
34,153,undirected,1
34,45,undirected,7
34,105,undirected,3
34,60,undirected,1
34,57,undirected,3
34,38,undirected,2
34,41,undirected,1
34,19,undirected,12
34,150,undirected,1
34,9,undirected,11
34,25,undirected,1
34,168,undirected,1
34,73,undirected,1
34,175,undirected,1
34,11,undirected,23
34,27,undirected,15
294,43,undirected,1
294,15,undirected,1
294,56,undirected,1
294,62,undirected,1
294,82,undirected,1
294,94,undirected,1
294,177,undirected,1
294,231,undirected,1
155,154,undirected,1
155,28,undirected,1
155,151,undirected,1
155,39,undirected,3
155,15,undirected,1
155,282,undirected,1
155,96,undirected,1
155,17,undirected,2
155,196,undirected,3
155,142,undirected,1
155,62,undirected,1
155,236,undirected,1
155,74,undirected,1
155,90,undirected,2
155,1,undirected,2
155,215,undirected,1
155,122,undirected,1
155,85,undirected,1
155,153,undirected,7
155,160,undirected,2
155,57,undirected,7
155,38,undirected,1
155,19,undirected,2
155,168,undirected,1
155,206,undirected,1
155,159,undirected,2
48,52,undirected,26
48,28,undirected,20
48,133,undirected,2
48,21,undirected,4
48,100,undirected,1
48,51,undirected,23
48,14,undirected,5
48,32,undirected,1
48,35,undirected,9
48,13,undirected,30
48,12,undirected,11
48,111,undirected,1
48,61,undirected,9
48,49,undirected,4
48,75,undirected,1
48,4,undirected,22
48,38,undirected,1
48,41,undirected,17
48,3,undirected,4
48,27,undirected,7
42,117,undirected,3
42,43,undirected,7
42,151,undirected,2
42,15,undirected,3
42,282,undirected,2
42,96,undirected,2
42,21,undirected,3
42,17,undirected,2
42,238,undirected,1
42,142,undirected,2
42,56,undirected,1
42,93,undirected,1
42,31,undirected,2
42,121,undirected,1
42,33,undirected,3
42,64,undirected,2
42,32,undirected,2
42,74,undirected,1
42,90,undirected,1
42,118,undirected,4
42,82,undirected,5
42,311,undirected,1
42,29,undirected,4
42,12,undirected,2
42,30,undirected,2
42,215,undirected,1
42,98,undirected,1
42,149,undirected,1
42,10,undirected,6
42,223,undirected,1
42,155,undirected,1
42,49,undirected,1
42,253,undirected,2
42,160,undirected,1
42,105,undirected,1
42,57,undirected,3
42,44,undirected,1
42,38,undirected,7
42,288,undirected,1
42,150,undirected,1
42,9,undirected,6
42,168,undirected,1
42,46,undirected,1
42,27,undirected,1
42,120,undirected,1
233,18,undirected,1
233,16,undirected,1
233,1,undirected,1
233,12,undirected,1
233,267,undirected,1
233,189,undirected,1
233,168,undirected,1
198,114,undirected,1
198,88,undirected,1
198,69,undirected,1
198,215,undirected,1
198,214,undirected,1
198,122,undirected,1
198,57,undirected,1
199,114,undirected,1
199,154,undirected,1
199,22,undirected,2
199,117,undirected,3
199,43,undirected,1
199,151,undirected,1
199,83,undirected,1
199,39,undirected,1
199,15,undirected,1
199,96,undirected,2
199,196,undirected,2
199,246,undirected,1
199,56,undirected,1
199,62,undirected,1
199,77,undirected,1
199,84,undirected,1
199,116,undirected,3
199,236,undirected,1
199,33,undirected,1
199,64,undirected,2
199,74,undirected,1
199,90,undirected,1
199,118,undirected,7
199,29,undirected,2
199,12,undirected,2
199,30,undirected,2
199,278,undirected,1
199,94,undirected,1
199,149,undirected,1
199,181,undirected,1
199,143,undirected,1
199,155,undirected,2
199,42,undirected,1
199,214,undirected,1
199,49,undirected,1
199,253,undirected,1
199,153,undirected,2
199,45,undirected,1
199,232,undirected,2
199,57,undirected,1
199,44,undirected,1
199,288,undirected,1
199,19,undirected,1
199,92,undirected,3
199,167,undirected,1
199,9,undirected,1
199,175,undirected,1
199,66,undirected,1
199,120,undirected,2
132,117,undirected,1
132,43,undirected,1
132,151,undirected,1
132,15,undirected,2
132,31,undirected,2
132,90,undirected,1
132,95,undirected,2
132,29,undirected,1
132,12,undirected,1
132,30,undirected,1
132,20,undirected,1
132,10,undirected,1
132,50,undirected,1
132,44,undirected,1
132,38,undirected,2
132,19,undirected,1
132,92,undirected,1
132,9,undirected,2
132,11,undirected,1
148,28,undirected,1
148,43,undirected,1
148,151,undirected,1
148,83,undirected,1
148,15,undirected,2
148,62,undirected,1
148,84,undirected,1
148,33,undirected,1
148,64,undirected,3
148,53,undirected,1
148,1,undirected,2
148,29,undirected,2
148,67,undirected,1
148,98,undirected,1
148,94,undirected,2
148,54,undirected,1
148,143,undirected,2
148,155,undirected,1
148,37,undirected,1
148,253,undirected,1
148,85,undirected,1
148,58,undirected,1
148,45,undirected,1
148,38,undirected,1
148,9,undirected,1
148,120,undirected,1
254,117,undirected,1
254,15,undirected,2
254,89,undirected,1
254,216,undirected,1
254,44,undirected,1
213,28,undirected,1
213,71,undirected,1
213,150,undirected,1
214,121,undirected,1
214,64,undirected,1
214,215,undirected,1
214,94,undirected,1
214,36,undirected,1
214,149,undirected,1
214,122,undirected,2
214,176,undirected,1
214,57,undirected,1
122,39,undirected,1
122,72,undirected,1
122,106,undirected,1
290,153,undirected,1
101,88,undirected,1
101,154,undirected,1
101,21,undirected,1
101,112,undirected,1
101,183,undirected,2
101,103,undirected,1
101,51,undirected,1
101,242,undirected,1
101,79,undirected,1
101,14,undirected,1
101,53,undirected,1
101,102,undirected,1
101,90,undirected,2
101,118,undirected,2
101,29,undirected,1
101,12,undirected,1
101,144,undirected,1
101,67,undirected,1
101,131,undirected,1
101,49,undirected,1
101,176,undirected,2
101,85,undirected,1
101,191,undirected,1
101,177,undirected,1
101,45,undirected,1
101,105,undirected,1
101,232,undirected,1
101,70,undirected,1
101,171,undirected,1
101,167,undirected,1
101,9,undirected,1
101,25,undirected,1
101,11,undirected,1
101,66,undirected,1
131,22,undirected,1
131,84,undirected,1
131,116,undirected,1
131,29,undirected,2
131,12,undirected,2
131,144,undirected,1
131,199,undirected,1
131,49,undirected,1
131,129,undirected,1
131,176,undirected,2
131,85,undirected,1
131,106,undirected,1
145,110,undirected,1
145,22,undirected,2
145,15,undirected,3
145,21,undirected,1
145,18,undirected,1
145,93,undirected,2
145,31,undirected,1
145,32,undirected,3
145,82,undirected,2
145,218,undirected,1
145,40,undirected,2
145,166,undirected,1
145,94,undirected,2
145,10,undirected,1
145,54,undirected,1
145,34,undirected,1
145,42,undirected,1
145,172,undirected,1
145,37,undirected,1
145,85,undirected,1
145,38,undirected,1
145,19,undirected,1
145,92,undirected,1
145,9,undirected,2
145,11,undirected,1
219,69,undirected,1
219,110,undirected,1
219,117,undirected,1
219,23,undirected,1
219,77,undirected,1
219,31,undirected,1
219,126,undirected,1
219,128,undirected,1
219,8,undirected,1
219,123,undirected,2
219,72,undirected,1
219,90,undirected,1
219,1,undirected,1
219,216,undirected,1
219,281,undirected,1
219,82,undirected,1
219,40,undirected,1
219,30,undirected,1
219,67,undirected,1
219,220,undirected,1
219,98,undirected,1
219,149,undirected,2
219,10,undirected,1
219,223,undirected,1
219,42,undirected,1
219,145,undirected,1
219,177,undirected,1
219,38,undirected,1
219,9,undirected,1
172,21,undirected,2
172,17,undirected,1
172,18,undirected,1
172,47,undirected,1
172,27,undirected,1
179,88,undirected,1
179,22,undirected,1
179,72,undirected,1
179,144,undirected,1
179,63,undirected,1
179,199,undirected,1
179,85,undirected,1
179,44,undirected,1
179,38,undirected,1
179,167,undirected,1
179,9,undirected,1
179,66,undirected,1
146,246,undirected,1
146,61,undirected,1
49,52,undirected,8
49,28,undirected,11
49,22,undirected,13
49,96,undirected,1
49,17,undirected,1
49,23,undirected,1
49,51,undirected,13
49,72,undirected,1
49,47,undirected,12
49,95,undirected,1
49,67,undirected,2
49,253,undirected,1
49,176,undirected,1
49,85,undirected,3
49,57,undirected,1
49,38,undirected,1
49,19,undirected,2
49,46,undirected,2
49,11,undirected,13
265,56,undirected,1
265,33,undirected,1
265,72,undirected,1
265,90,undirected,1
265,118,undirected,3
265,1,undirected,1
265,29,undirected,1
265,259,undirected,2
265,10,undirected,2
265,143,undirected,1
265,155,undirected,1
265,42,undirected,1
265,66,undirected,1
37,22,undirected,2
37,133,undirected,2
37,151,undirected,4
37,39,undirected,1
37,244,undirected,1
37,17,undirected,4
37,196,undirected,1
37,112,undirected,2
37,18,undirected,1
37,62,undirected,2
37,77,undirected,2
37,93,undirected,3
37,33,undirected,3
37,128,undirected,1
37,72,undirected,3
37,32,undirected,3
37,95,undirected,1
37,67,undirected,1
37,202,undirected,1
37,98,undirected,3
37,10,undirected,5
37,129,undirected,1
37,85,undirected,3
37,153,undirected,1
37,105,undirected,1
37,44,undirected,1
37,38,undirected,12
37,19,undirected,6
37,9,undirected,6
37,168,undirected,4
37,11,undirected,2
37,159,undirected,1
37,99,undirected,2
129,151,undirected,2
129,39,undirected,1
129,196,undirected,2
129,72,undirected,1
129,202,undirected,1
129,61,undirected,1
129,225,undirected,1
129,19,undirected,4
129,165,undirected,1
129,168,undirected,2
129,206,undirected,1
253,151,undirected,1
253,99,undirected,1
189,117,undirected,1
189,151,undirected,1
189,83,undirected,1
189,15,undirected,1
189,21,undirected,1
189,121,undirected,1
189,32,undirected,1
189,118,undirected,1
189,216,undirected,1
189,12,undirected,2
189,144,undirected,1
189,63,undirected,1
189,67,undirected,1
189,149,undirected,1
189,42,undirected,1
189,253,undirected,1
189,58,undirected,1
189,57,undirected,1
189,9,undirected,1
189,168,undirected,1
195,117,undirected,1
195,83,undirected,1
195,15,undirected,1
195,17,undirected,1
195,94,undirected,1
195,34,undirected,1
195,129,undirected,1
195,279,undirected,1
195,66,undirected,1
228,28,undirected,1
228,151,undirected,1
228,15,undirected,1
228,21,undirected,1
228,17,undirected,1
228,18,undirected,1
228,62,undirected,1
228,77,undirected,1
228,51,undirected,1
228,116,undirected,2
228,64,undirected,1
228,118,undirected,1
228,1,undirected,1
228,13,undirected,1
228,12,undirected,1
228,30,undirected,1
228,140,undirected,1
228,143,undirected,1
228,113,undirected,2
228,148,undirected,1
228,129,undirected,1
228,41,undirected,1
228,92,undirected,1
228,168,undirected,1
228,11,undirected,1
228,301,undirected,1
262,147,undirected,1
262,18,undirected,1
262,79,undirected,1
262,64,undirected,1
262,29,undirected,1
262,34,undirected,1
262,145,undirected,1
262,11,undirected,1
274,64,undirected,1
274,90,undirected,1
274,82,undirected,1
274,81,undirected,1
274,36,undirected,1
274,38,undirected,1
119,15,undirected,1
119,85,undirected,1
119,25,undirected,1
119,73,undirected,1
312,110,undirected,1
312,117,undirected,1
312,43,undirected,1
312,151,undirected,1
312,29,undirected,1
312,34,undirected,1
312,38,undirected,1
312,9,undirected,1
225,226,undirected,1
225,168,undirected,1
283,123,undirected,1
283,132,undirected,1
283,171,undirected,1
316,122,undirected,1
316,44,undirected,1
176,106,undirected,1
85,133,undirected,3
85,151,undirected,1
85,244,undirected,1
85,17,undirected,5
85,196,undirected,2
85,93,undirected,2
85,33,undirected,1
85,128,undirected,1
85,95,undirected,2
85,98,undirected,1
85,48,undirected,1
85,129,undirected,1
85,176,undirected,1
85,105,undirected,2
85,38,undirected,1
85,150,undirected,1
85,286,undirected,1
85,25,undirected,2
85,46,undirected,1
85,99,undirected,2
58,117,undirected,1
58,21,undirected,3
58,100,undirected,1
58,17,undirected,1
58,23,undirected,1
58,51,undirected,11
58,14,undirected,5
58,64,undirected,2
58,53,undirected,6
58,16,undirected,1
58,32,undirected,3
58,1,undirected,22
58,13,undirected,8
58,82,undirected,1
58,24,undirected,1
58,5,undirected,4
58,12,undirected,12
58,63,undirected,2
58,94,undirected,2
58,113,undirected,1
58,34,undirected,2
58,48,undirected,1
58,42,undirected,1
58,245,undirected,1
58,132,undirected,1
58,49,undirected,2
58,45,undirected,5
58,38,undirected,1
58,41,undirected,3
58,19,undirected,1
58,92,undirected,2
58,25,undirected,1
58,65,undirected,1
58,27,undirected,9
161,17,undirected,1
161,19,undirected,1
106,19,undirected,1
141,80,undirected,1
141,19,undirected,1
191,88,undirected,1
191,69,undirected,1
191,147,undirected,1
191,117,undirected,3
191,43,undirected,3
191,151,undirected,2
191,15,undirected,1
191,21,undirected,2
191,248,undirected,1
191,263,undirected,1
191,229,undirected,2
191,142,undirected,2
191,246,undirected,2
191,56,undirected,1
191,62,undirected,1
191,51,undirected,1
191,139,undirected,1
191,116,undirected,2
191,126,undirected,1
191,242,undirected,1
191,128,undirected,1
191,79,undirected,1
191,53,undirected,1
191,314,undirected,1
191,72,undirected,3
191,32,undirected,1
191,180,undirected,3
191,90,undirected,1
191,118,undirected,1
